name,brName,avgTime,sem,repeats,minValue,maxValue,earliestTime,latestTime
[throttled]-[scix]-[landing]-[pre-load]-full-text-references,general,7979,453,10,6927,11917,"11/4/2024, 10:14:15 AM","11/4/2024, 11:24:59 AM"
[throttled]-[scix]-[landing]-[post-load]-full-text-references,general,7556,431,10,6460,11286,"11/4/2024, 10:14:16 AM","11/4/2024, 11:25:00 AM"
[throttled]-[scix]-[landing]-[pre-load]-title-citations,general,7984,479,10,6851,12091,"11/4/2024, 10:14:15 AM","11/4/2024, 11:24:56 AM"
[throttled]-[scix]-[landing]-[post-load]-title-citations,general,7548,465,10,6457,11527,"11/4/2024, 10:14:16 AM","11/4/2024, 11:24:56 AM"
[throttled]-[scix]-[landing]-[pre-load]-cited-by-author,general,8227,516,10,6893,12475,"11/4/2024, 10:14:15 AM","11/4/2024, 11:24:52 AM"
[throttled]-[scix]-[landing]-[post-load]-cited-by-author,general,7804,509,10,6487,11981,"11/4/2024, 10:14:15 AM","11/4/2024, 11:24:53 AM"
[throttled]-[scix]-[landing]-[pre-load]-author-citations-title-abstract,general,7976,539,10,6864,11472,"11/4/2024, 10:14:16 AM","11/4/2024, 11:25:10 AM"
[throttled]-[scix]-[landing]-[post-load]-author-citations-title-abstract,general,7495,481,10,6476,10402,"11/4/2024, 10:14:17 AM","11/4/2024, 11:25:11 AM"
[throttled]-[scix]-[landing]-[pre-load]-affiliation-references,general,8434,469,10,7250,12408,"11/4/2024, 10:14:15 AM","11/4/2024, 11:25:02 AM"
[throttled]-[scix]-[landing]-[post-load]-affiliation-references,general,8014,450,10,6901,11803,"11/4/2024, 10:14:16 AM","11/4/2024, 11:25:02 AM"
[throttled]-[scix]-[landing]-[pre-load]-pub-type-citations-year,general,9103,595,10,7314,12496,"11/4/2024, 10:14:15 AM","11/4/2024, 11:25:02 AM"
[throttled]-[scix]-[landing]-[post-load]-pub-type-citations-year,general,8635,591,10,6960,11850,"11/4/2024, 10:14:16 AM","11/4/2024, 11:25:02 AM"
[scix]-[landing]-[pre-load]-title-keyword,general,2485,237,10,1960,4045,"11/4/2024, 10:14:27 AM","11/4/2024, 11:25:18 AM"
[scix]-[landing]-[post-load]-title-keyword,general,2259,237,10,1764,3863,"11/4/2024, 10:14:27 AM","11/4/2024, 11:25:18 AM"
[scix]-[landing]-[pre-load]-full-text,general,2549,243,10,1988,4252,"11/4/2024, 10:14:27 AM","11/4/2024, 11:25:19 AM"
[scix]-[landing]-[post-load]-full-text,general,2333,234,10,1783,4025,"11/4/2024, 10:14:27 AM","11/4/2024, 11:25:19 AM"
[scix]-[landing]-[pre-load]-affiliation,general,2535,229,10,1949,4406,"11/4/2024, 10:14:27 AM","11/4/2024, 11:25:20 AM"
[scix]-[landing]-[post-load]-affiliation,general,2262,221,10,1787,4129,"11/4/2024, 10:14:27 AM","11/4/2024, 11:25:20 AM"
[scix]-[landing]-[pre-load]-keyword-search,general,2319,190,10,1928,3977,"11/4/2024, 10:14:28 AM","11/4/2024, 11:25:25 AM"
[scix]-[landing]-[post-load]-keyword-search,general,2103,159,10,1768,3473,"11/4/2024, 10:14:28 AM","11/4/2024, 11:25:25 AM"
[scix]-[landing]-[pre-load]-abstract-keyword,general,2413,231,10,1961,4394,"11/4/2024, 10:14:27 AM","11/4/2024, 11:25:21 AM"
[scix]-[landing]-[post-load]-abstract-keyword,general,2176,223,10,1770,4083,"11/4/2024, 10:14:28 AM","11/4/2024, 11:25:22 AM"
[scix]-[landing]-[pre-load]-pub-type,general,2274,223,10,1911,4215,"11/4/2024, 10:14:28 AM","11/4/2024, 11:25:24 AM"
[scix]-[landing]-[post-load]-pub-type,general,2031,185,10,1724,3635,"11/4/2024, 10:14:28 AM","11/4/2024, 11:25:24 AM"
[scix]-[landing]-[pre-load]-arxiv-id,general,2079,161,10,1644,3078,"11/4/2024, 10:14:31 AM","11/4/2024, 11:25:26 AM"
[scix]-[landing]-[post-load]-arxiv-id,general,1875,158,10,1478,2850,"11/4/2024, 10:14:31 AM","11/4/2024, 11:25:26 AM"
[scix]-[landing]-[pre-load]-or-search,general,2453,169,10,1940,3395,"11/4/2024, 10:14:31 AM","11/4/2024, 11:25:27 AM"
[scix]-[landing]-[post-load]-or-search,general,2239,161,10,1752,3165,"11/4/2024, 10:14:32 AM","11/4/2024, 11:25:27 AM"
[scix]-[landing]-[pre-load]-not-search,general,2409,131,10,1949,3318,"11/4/2024, 10:14:32 AM","11/4/2024, 11:25:30 AM"
[scix]-[landing]-[post-load]-not-search,general,2142,106,10,1703,2780,"11/4/2024, 10:14:32 AM","11/4/2024, 11:25:30 AM"
[scix]-[landing]-[pre-load]-pub-date,general,2216,174,10,1757,3212,"11/4/2024, 10:14:32 AM","11/4/2024, 11:25:33 AM"
[scix]-[landing]-[post-load]-pub-date,general,1966,148,10,1527,2895,"11/4/2024, 10:14:32 AM","11/4/2024, 11:25:33 AM"
[scix]-[landing]-[pre-load]-and-search,general,2450,167,10,1986,3642,"11/4/2024, 10:14:32 AM","11/4/2024, 11:25:28 AM"
[scix]-[landing]-[post-load]-and-search,general,2057,92,10,1768,2626,"11/4/2024, 10:14:33 AM","11/4/2024, 11:25:28 AM"
[scix]-[landing]-[pre-load]-cited-by-author,general,2237,99,10,1919,2895,"11/4/2024, 10:14:35 AM","11/4/2024, 11:25:49 AM"
[scix]-[landing]-[post-load]-cited-by-author,general,1973,90,10,1666,2485,"11/4/2024, 10:14:36 AM","11/4/2024, 11:25:50 AM"
[scix]-[landing]-[pre-load]-title-citations,general,2220,107,10,1830,2930,"11/4/2024, 10:14:35 AM","11/4/2024, 11:25:52 AM"
[scix]-[landing]-[post-load]-title-citations,general,1994,84,10,1682,2518,"11/4/2024, 10:14:36 AM","11/4/2024, 11:25:52 AM"
[scix]-[landing]-[pre-load]-affiliation-references,general,2346,80,10,1965,2763,"11/4/2024, 10:14:38 AM","11/4/2024, 11:25:59 AM"
[scix]-[landing]-[post-load]-affiliation-references,general,2080,76,10,1725,2489,"11/4/2024, 10:14:39 AM","11/4/2024, 11:25:59 AM"
[scix]-[landing]-[pre-load]-full-text-references,general,2254,109,10,1828,3035,"11/4/2024, 10:14:38 AM","11/4/2024, 11:25:56 AM"
[scix]-[landing]-[post-load]-full-text-references,general,1917,70,10,1652,2409,"11/4/2024, 10:14:39 AM","11/4/2024, 11:25:57 AM"
[scix]-[landing]-[pre-load]-pub-type-citations-year,general,2211,60,10,1923,2431,"11/4/2024, 10:14:41 AM","11/4/2024, 11:26:01 AM"
[scix]-[landing]-[post-load]-pub-type-citations-year,general,1976,59,10,1747,2263,"11/4/2024, 10:14:41 AM","11/4/2024, 11:26:01 AM"
[scix]-[landing]-[pre-load]-author-citations-title-abstract,general,2492,293,10,1822,4841,"11/4/2024, 10:16:04 AM","11/4/2024, 11:27:02 AM"
[scix]-[landing]-[post-load]-author-citations-title-abstract,general,2081,204,10,1608,3692,"11/4/2024, 10:16:04 AM","11/4/2024, 11:27:03 AM"
[bbb]-[landing]-[pre-load]-first-author,general,6331,727,20,2929,13021,"11/4/2024, 10:16:06 AM","11/4/2024, 11:29:29 AM"
[bbb]-[landing]-[post-load]-first-author,general,2222,263,20,980,4981,"11/4/2024, 10:16:12 AM","11/4/2024, 11:29:31 AM"
[bbb]-[landing]-[pre-load]-citations,general,6370,672,20,2492,11490,"11/4/2024, 10:16:07 AM","11/4/2024, 11:29:33 AM"
[bbb]-[landing]-[post-load]-citations,general,2214,257,20,1025,4578,"11/4/2024, 10:16:13 AM","11/4/2024, 11:29:36 AM"
[bbb]-[landing]-[pre-load]-year-range,general,6192,639,20,2403,9589,"11/4/2024, 10:16:07 AM","11/4/2024, 11:29:33 AM"
[bbb]-[landing]-[post-load]-year-range,general,2176,240,20,946,3621,"11/4/2024, 10:16:13 AM","11/4/2024, 11:29:36 AM"
[bbb]-[landing]-[pre-load]-affiliation,general,6693,660,20,3018,11882,"11/4/2024, 10:16:15 AM","11/4/2024, 11:29:38 AM"
[bbb]-[landing]-[post-load]-affiliation,general,2288,239,20,1077,4123,"11/4/2024, 10:16:21 AM","11/4/2024, 11:29:42 AM"
[bbb]-[landing]-[pre-load]-full-text,general,6584,651,20,3025,11664,"11/4/2024, 10:16:15 AM","11/4/2024, 11:29:37 AM"
[bbb]-[landing]-[post-load]-full-text,general,2375,275,20,979,5263,"11/4/2024, 10:16:21 AM","11/4/2024, 11:29:40 AM"
[bbb]-[landing]-[pre-load]-abstract-keyword,general,6786,628,20,3186,11672,"11/4/2024, 10:16:16 AM","11/4/2024, 11:29:38 AM"
[bbb]-[landing]-[post-load]-abstract-keyword,general,2391,238,20,1040,4104,"11/4/2024, 10:16:22 AM","11/4/2024, 11:29:42 AM"
[bbb]-[landing]-[pre-load]-keyword-search,general,6502,658,20,2932,11646,"11/4/2024, 10:16:24 AM","11/4/2024, 11:29:43 AM"
[bbb]-[landing]-[post-load]-keyword-search,general,2311,236,20,1031,3861,"11/4/2024, 10:16:30 AM","11/4/2024, 11:29:46 AM"
[bbb]-[landing]-[pre-load]-pub-type,general,6727,674,20,3447,12228,"11/4/2024, 10:16:24 AM","11/4/2024, 11:29:40 AM"
[bbb]-[landing]-[post-load]-pub-type,general,2314,247,20,992,3951,"11/4/2024, 10:16:29 AM","11/4/2024, 11:29:43 AM"
[bbb]-[landing]-[pre-load]-or-search,general,6425,677,20,2949,11026,"11/4/2024, 10:16:33 AM","11/4/2024, 11:29:43 AM"
[bbb]-[landing]-[post-load]-or-search,general,2312,285,20,972,5046,"11/4/2024, 10:16:38 AM","11/4/2024, 11:29:47 AM"
[bbb]-[landing]-[pre-load]-and-search,general,6276,654,20,2884,10976,"11/4/2024, 10:16:33 AM","11/4/2024, 11:29:44 AM"
[bbb]-[landing]-[post-load]-and-search,general,2042,219,20,919,3682,"11/4/2024, 10:16:39 AM","11/4/2024, 11:29:48 AM"
[bbb]-[landing]-[pre-load]-not-search,general,6653,810,20,2789,15096,"11/4/2024, 10:16:42 AM","11/4/2024, 11:29:45 AM"
[bbb]-[landing]-[post-load]-not-search,general,2170,227,20,1040,3248,"11/4/2024, 10:16:53 AM","11/4/2024, 11:29:48 AM"
[bbb]-[landing]-[pre-load]-pub-date,general,5994,601,20,2441,10064,"11/4/2024, 10:16:57 AM","11/4/2024, 11:29:48 AM"
[bbb]-[landing]-[post-load]-pub-date,general,1818,202,20,912,3574,"11/4/2024, 10:17:03 AM","11/4/2024, 11:29:53 AM"
[bbb]-[landing]-[pre-load]-cited-by-author,general,5962,660,20,2448,9921,"11/4/2024, 10:17:38 AM","11/4/2024, 11:29:54 AM"
[bbb]-[landing]-[post-load]-cited-by-author,general,2094,243,20,979,3881,"11/4/2024, 10:17:44 AM","11/4/2024, 11:29:57 AM"
[bbb]-[landing]-[pre-load]-title-keyword,general,6209,607,20,2768,10095,"11/4/2024, 10:17:43 AM","11/4/2024, 11:29:36 AM"
[bbb]-[landing]-[post-load]-title-keyword,general,2212,221,20,982,3645,"11/4/2024, 10:17:49 AM","11/4/2024, 11:29:38 AM"
[bbb]-[landing]-[pre-load]-title-citations,general,5912,689,20,2467,9677,"11/4/2024, 10:17:47 AM","11/4/2024, 11:29:58 AM"
[bbb]-[landing]-[post-load]-title-citations,general,2159,259,20,999,4056,"11/4/2024, 10:17:52 AM","11/4/2024, 11:30:00 AM"
[bbb]-[landing]-[pre-load]-full-text-references,general,10665,1409,20,4277,21073,"11/4/2024, 10:17:55 AM","11/4/2024, 11:31:11 AM"
[bbb]-[landing]-[post-load]-full-text-references,general,6732,917,20,2515,14065,"11/4/2024, 10:18:01 AM","11/4/2024, 11:31:13 AM"
[bbb]-[landing]-[pre-load]-pub-type-citations-year,general,6865,908,20,2627,16374,"11/4/2024, 10:18:33 AM","11/4/2024, 11:31:16 AM"
[bbb]-[landing]-[post-load]-pub-type-citations-year,general,2633,414,20,1032,8613,"11/4/2024, 10:18:39 AM","11/4/2024, 11:31:18 AM"
[bbb]-[landing]-[pre-load]-affiliation-references,general,22083,2936,20,7937,38199,"11/4/2024, 10:18:11 AM","11/4/2024, 11:31:14 AM"
[bbb]-[landing]-[post-load]-affiliation-references,general,18061,2458,20,6450,31791,"11/4/2024, 10:18:17 AM","11/4/2024, 11:31:16 AM"
[bbb]-[landing]-[pre-load]-author-citations-title-abstract,general,6082,688,20,2486,11152,"11/4/2024, 10:18:46 AM","11/4/2024, 11:31:22 AM"
[bbb]-[landing]-[post-load]-author-citations-title-abstract,general,1924,221,20,933,3742,"11/4/2024, 10:18:53 AM","11/4/2024, 11:31:25 AM"
