name,brName,avgTime,sem,repeats,minValue,maxValue,earliestTime,latestTime
[scix]-[search-page]-[post-load]-affiliation,general,612,113,12,179,1529,"11/4/2024, 8:42:58 AM","11/4/2024, 10:05:11 AM"
[scix]-[search-page]-[post-load]-abstract-keyword,general,297,48,12,183,654,"11/4/2024, 8:42:59 AM","11/4/2024, 10:05:11 AM"
[scix]-[search-page]-[post-load]-bibcode-search,general,608,94,10,207,1034,"11/4/2024, 8:42:59 AM","11/4/2024, 10:05:11 AM"
[scix]-[search-page]-[post-load]-pub-type,general,379,73,10,198,775,"11/4/2024, 8:43:00 AM","11/4/2024, 10:05:12 AM"
[scix]-[search-page]-[post-load]-keyword-search,general,686,152,10,181,1885,"11/4/2024, 8:43:00 AM","11/4/2024, 10:05:12 AM"
[scix]-[search-page]-[post-load]-arxiv-id,general,283,57,10,180,641,"11/4/2024, 8:43:01 AM","11/4/2024, 10:05:13 AM"
[scix]-[search-page]-[post-load]-or-search,general,354,36,10,171,542,"11/4/2024, 8:43:01 AM","11/4/2024, 10:05:13 AM"
[scix]-[search-page]-[post-load]-and-search,general,195,35,10,133,496,"11/4/2024, 8:43:01 AM","11/4/2024, 10:05:14 AM"
[scix]-[search-page]-[post-load]-not-search,general,427,45,10,196,668,"11/4/2024, 8:43:02 AM","11/4/2024, 10:05:14 AM"
[scix]-[search-page]-[post-load]-journal-search,general,313,79,9,165,736,"11/4/2024, 8:43:02 AM","11/4/2024, 10:05:14 AM"
[scix]-[search-page]-[post-load]-pub-date,general,695,129,7,205,1287,"11/4/2024, 8:43:02 AM","11/4/2024, 10:04:34 AM"
[bbb]-[landing]-[pre-load]-full-text,general,6238,896,6,3234,8792,"11/4/2024, 8:42:57 AM","11/4/2024, 10:06:20 AM"
[bbb]-[landing]-[post-load]-full-text,general,1960,369,6,1220,3160,"11/4/2024, 8:43:02 AM","11/4/2024, 10:06:22 AM"
[scix]-[search-page]-[post-load]-multi-field,general,238,37,6,135,394,"11/4/2024, 8:43:03 AM","11/4/2024, 10:03:42 AM"
[scix]-[landing]-[pre-load]-pub-type-citations-year,general,8589,3489,4,2087,18403,"11/4/2024, 8:42:48 AM","11/4/2024, 10:02:06 AM"
[scix]-[landing]-[post-load]-pub-type-citations-year,general,5055,2277,4,1377,11233,"11/4/2024, 8:42:55 AM","11/4/2024, 10:02:06 AM"
[bbb]-[landing]-[pre-load]-affiliation,general,6382,978,6,3679,9477,"11/4/2024, 8:43:02 AM","11/4/2024, 10:06:20 AM"
[bbb]-[landing]-[post-load]-affiliation,general,2134,412,6,1072,3537,"11/4/2024, 8:43:06 AM","11/4/2024, 10:06:23 AM"
[bbb]-[landing]-[pre-load]-abstract-keyword,general,5933,1011,6,3155,8940,"11/4/2024, 8:43:03 AM","11/4/2024, 10:06:23 AM"
[bbb]-[landing]-[post-load]-abstract-keyword,general,1909,379,6,1037,3099,"11/4/2024, 8:43:06 AM","11/4/2024, 10:06:26 AM"
[bbb]-[landing]-[pre-load]-pub-type,general,6149,1018,6,2986,9456,"11/4/2024, 8:43:03 AM","11/4/2024, 10:06:24 AM"
[bbb]-[landing]-[post-load]-pub-type,general,2075,433,6,1003,3512,"11/4/2024, 8:43:07 AM","11/4/2024, 10:06:26 AM"
[bbb]-[landing]-[pre-load]-keyword-search,general,6068,1019,6,3048,9007,"11/4/2024, 8:43:06 AM","11/4/2024, 10:06:24 AM"
[bbb]-[landing]-[post-load]-keyword-search,general,1773,415,6,1044,3097,"11/4/2024, 8:43:12 AM","11/4/2024, 10:06:27 AM"
[bbb]-[landing]-[pre-load]-or-search,general,5857,979,6,3347,9060,"11/4/2024, 8:43:08 AM","11/4/2024, 10:06:28 AM"
[bbb]-[landing]-[post-load]-or-search,general,1869,363,6,1057,3109,"11/4/2024, 8:43:12 AM","11/4/2024, 10:06:30 AM"
[bbb]-[landing]-[pre-load]-and-search,general,5390,972,6,2908,8373,"11/4/2024, 8:43:09 AM","11/4/2024, 10:06:28 AM"
[bbb]-[landing]-[post-load]-and-search,general,1655,297,6,962,2589,"11/4/2024, 8:43:13 AM","11/4/2024, 10:06:30 AM"
[bbb]-[landing]-[pre-load]-not-search,general,5521,1172,6,2949,9158,"11/4/2024, 8:43:13 AM","11/4/2024, 10:06:31 AM"
[bbb]-[landing]-[post-load]-not-search,general,1828,435,6,1011,3186,"11/4/2024, 8:43:15 AM","11/4/2024, 10:06:33 AM"
[bbb]-[landing]-[pre-load]-pub-date,general,5558,1364,6,2476,9927,"11/4/2024, 8:43:14 AM","11/4/2024, 10:07:04 AM"
[bbb]-[landing]-[post-load]-pub-date,general,1721,414,6,945,3112,"11/4/2024, 8:43:16 AM","11/4/2024, 10:07:06 AM"
[bbb]-[landing]-[pre-load]-cited-by-author,general,4930,1179,6,2863,8671,"11/4/2024, 8:43:30 AM","11/4/2024, 10:07:55 AM"
[bbb]-[landing]-[post-load]-cited-by-author,general,1714,446,6,990,3126,"11/4/2024, 8:43:32 AM","11/4/2024, 10:07:57 AM"
[bbb]-[landing]-[pre-load]-title-citations,general,5372,1094,6,2994,8948,"11/4/2024, 8:43:33 AM","11/4/2024, 10:07:59 AM"
[bbb]-[landing]-[post-load]-title-citations,general,2036,398,6,1025,3465,"11/4/2024, 8:43:35 AM","11/4/2024, 10:08:01 AM"
[bbb]-[landing]-[pre-load]-full-text-references,general,8832,2753,6,3974,19240,"11/4/2024, 8:44:08 AM","11/4/2024, 10:08:02 AM"
[bbb]-[landing]-[post-load]-full-text-references,general,5637,1993,6,2536,13711,"11/4/2024, 8:44:10 AM","11/4/2024, 10:08:03 AM"
[bbb]-[landing]-[pre-load]-pub-type-citations-year,general,7424,1887,6,3355,13225,"11/4/2024, 8:44:13 AM","11/4/2024, 10:08:06 AM"
[bbb]-[landing]-[post-load]-pub-type-citations-year,general,4091,1194,6,1119,7436,"11/4/2024, 8:44:15 AM","11/4/2024, 10:08:08 AM"
[bbb]-[landing]-[pre-load]-author-citations-title-abstract,general,6270,1175,6,2379,9796,"11/4/2024, 8:44:20 AM","11/4/2024, 10:08:21 AM"
[bbb]-[landing]-[post-load]-author-citations-title-abstract,general,1817,321,6,945,2889,"11/4/2024, 8:44:25 AM","11/4/2024, 10:08:22 AM"
[bbb]-[search-page]-[post-load]-full-text,general,953,49,12,867,1471,"11/4/2024, 8:44:30 AM","11/4/2024, 10:09:57 AM"
[bbb]-[search-page]-[post-load]-affiliation,general,906,10,12,866,979,"11/4/2024, 8:44:31 AM","11/4/2024, 10:09:58 AM"
[bbb]-[search-page]-[post-load]-abstract-keyword,general,912,17,12,872,1081,"11/4/2024, 8:44:32 AM","11/4/2024, 10:09:59 AM"
[bbb]-[landing]-[pre-load]-affiliation-references,general,21805,5214,6,9248,38359,"11/4/2024, 8:44:08 AM","11/4/2024, 10:08:04 AM"
[bbb]-[landing]-[post-load]-affiliation-references,general,15513,4686,6,6620,31993,"11/4/2024, 8:44:27 AM","11/4/2024, 10:08:06 AM"
[throttled]-[bbb]-[landing]-[pre-load]-citations,general,9495,233,8,8091,10452,"11/4/2024, 9:02:49 AM","11/4/2024, 9:19:48 AM"
[throttled]-[bbb]-[landing]-[post-load]-citations,general,2723,48,8,2537,2916,"11/4/2024, 9:02:57 AM","11/4/2024, 9:19:55 AM"
[throttled]-[bbb]-[landing]-[pre-load]-first-author,general,10029,189,8,9156,10960,"11/4/2024, 9:02:49 AM","11/4/2024, 9:19:48 AM"
[throttled]-[bbb]-[landing]-[post-load]-first-author,general,2693,56,8,2478,2858,"11/4/2024, 9:02:57 AM","11/4/2024, 9:19:55 AM"
[throttled]-[scix]-[landing]-[pre-load]-citations,general,11195,551,11,9171,14945,"11/4/2024, 9:02:49 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-citations,general,5595,1158,11,3262,13052,"11/4/2024, 9:02:57 AM","11/4/2024, 10:01:30 AM"
[throttled]-[scix]-[landing]-[pre-load]-first-author,general,10918,563,11,9384,15178,"11/4/2024, 9:02:49 AM","11/4/2024, 10:01:28 AM"
[throttled]-[scix]-[landing]-[post-load]-first-author,general,5323,1176,11,2929,13167,"11/4/2024, 9:02:57 AM","11/4/2024, 10:01:30 AM"
[throttled]-[scix]-[landing]-[pre-load]-arxiv-id,general,12848,408,2,12440,13255,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-arxiv-id,general,10553,304,2,10249,10857,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-pub-date,general,13341,154,2,13187,13495,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-pub-date,general,11215,208,2,11007,11422,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-and-search,general,13551,271,2,13280,13821,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:28 AM"
[throttled]-[scix]-[landing]-[post-load]-and-search,general,11615,44,2,11571,11658,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:30 AM"
[throttled]-[scix]-[landing]-[pre-load]-pub-type,general,13631,551,2,13080,14181,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-pub-type,general,11409,531,2,10878,11940,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-abstract-keyword,general,14041,239,2,13802,14279,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-abstract-keyword,general,11818,197,2,11621,12014,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-full-text,general,13881,362,2,13519,14242,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-full-text,general,11497,176,2,11321,11672,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-title-keyword,general,14010,376,2,13634,14385,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-title-keyword,general,11850,411,2,11439,12260,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-or-search,general,14229,307,2,13922,14536,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-or-search,general,11982,276,2,11706,12258,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-keyword-search,general,14690,566,2,14124,15255,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:28 AM"
[throttled]-[scix]-[landing]-[post-load]-keyword-search,general,12920,488,2,12432,13408,"11/4/2024, 9:48:08 AM","11/4/2024, 10:01:30 AM"
[throttled]-[scix]-[landing]-[pre-load]-not-search,general,14330,960,2,13370,15289,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-not-search,general,12119,937,2,11182,13056,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-affiliation,general,15088,473,2,14615,15560,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-affiliation,general,12723,328,2,12395,13050,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-year-range,general,15179,378,2,14801,15556,"11/4/2024, 9:48:07 AM","11/4/2024, 10:01:29 AM"
[throttled]-[scix]-[landing]-[post-load]-year-range,general,12755,554,2,12201,13308,"11/4/2024, 9:48:09 AM","11/4/2024, 10:01:31 AM"
[throttled]-[scix]-[landing]-[pre-load]-title-citations,general,11641,313,2,11328,11953,"11/4/2024, 9:48:21 AM","11/4/2024, 10:01:42 AM"
[throttled]-[scix]-[landing]-[post-load]-title-citations,general,11110,433,2,10677,11542,"11/4/2024, 9:48:22 AM","11/4/2024, 10:01:42 AM"
[throttled]-[scix]-[landing]-[pre-load]-full-text-references,general,11890,289,2,11601,12179,"11/4/2024, 9:48:21 AM","11/4/2024, 10:01:42 AM"
[throttled]-[scix]-[landing]-[post-load]-full-text-references,general,10923,28,2,10895,10950,"11/4/2024, 9:48:22 AM","11/4/2024, 10:01:43 AM"
[throttled]-[scix]-[landing]-[pre-load]-cited-by-author,general,12417,183,2,12234,12599,"11/4/2024, 9:48:21 AM","11/4/2024, 10:01:42 AM"
[throttled]-[scix]-[landing]-[post-load]-cited-by-author,general,11973,225,2,11748,12197,"11/4/2024, 9:48:21 AM","11/4/2024, 10:01:42 AM"
[throttled]-[scix]-[landing]-[pre-load]-author-citations-title-abstract,general,11034,171,2,10863,11204,"11/4/2024, 9:48:22 AM","11/4/2024, 10:01:43 AM"
[throttled]-[scix]-[landing]-[post-load]-author-citations-title-abstract,general,9783,201,2,9582,9983,"11/4/2024, 9:48:23 AM","11/4/2024, 10:01:44 AM"
[throttled]-[scix]-[landing]-[pre-load]-affiliation-references,general,12757,543,2,12214,13300,"11/4/2024, 9:48:21 AM","11/4/2024, 10:01:42 AM"
[throttled]-[scix]-[landing]-[post-load]-affiliation-references,general,11897,209,2,11688,12106,"11/4/2024, 9:48:22 AM","11/4/2024, 10:01:43 AM"
[throttled]-[scix]-[landing]-[pre-load]-pub-type-citations-year,general,13991,1494,2,12497,15485,"11/4/2024, 9:48:21 AM","11/4/2024, 10:01:42 AM"
[throttled]-[scix]-[landing]-[post-load]-pub-type-citations-year,general,13060,1805,2,11255,14865,"11/4/2024, 9:48:22 AM","11/4/2024, 10:01:44 AM"
[scix]-[search-page]-[post-load]-first-author-citations,general,155,0,1,155,155,"11/4/2024, 10:03:42 AM","11/4/2024, 10:03:42 AM"
[scix]-[search-page]-[post-load]-cited-by-author,general,1014,0,1,1014,1014,"11/4/2024, 10:03:42 AM","11/4/2024, 10:03:42 AM"
[scix]-[search-page]-[post-load]-title-citations,general,168,0,1,168,168,"11/4/2024, 10:03:43 AM","11/4/2024, 10:03:43 AM"
[scix]-[search-page]-[post-load]-year-range-journal-citations,general,504,0,1,504,504,"11/4/2024, 10:03:44 AM","11/4/2024, 10:03:44 AM"
[scix]-[search-page]-[post-load]-full-text-references,general,207,0,1,207,207,"11/4/2024, 10:03:44 AM","11/4/2024, 10:03:44 AM"
[scix]-[search-page]-[post-load]-affiliation-references,general,683,0,1,683,683,"11/4/2024, 10:03:44 AM","11/4/2024, 10:03:44 AM"
[scix]-[search-page]-[post-load]-pub-type-citations-year,general,218,0,1,218,218,"11/4/2024, 10:03:45 AM","11/4/2024, 10:03:45 AM"
[scix]-[search-page]-[post-load]-keyword-cited-references,general,5364,0,1,5364,5364,"11/4/2024, 10:03:45 AM","11/4/2024, 10:03:45 AM"
[scix]-[search-page]-[post-load]-arxiv-citations,general,206,0,1,206,206,"11/4/2024, 10:03:51 AM","11/4/2024, 10:03:51 AM"
