name,brName,avgTime,sem,repeats,minValue,maxValue,earliestTime,latestTime
scix.author-citations-title-abstract.eth-2x.pre-load,general,8247,892,37,3223,21956,"11/5/2024, 4:28:40 PM","11/6/2024, 11:11:49 AM"
scix.author-citations-title-abstract.eth-2x.post-load,general,7088,791,37,2941,20260,"11/5/2024, 4:28:40 PM","11/6/2024, 11:11:52 AM"
bbb.first-author.normal.pre-load,general,8190,858,36,3161,22158,"11/5/2024, 4:28:44 PM","11/6/2024, 11:11:49 AM"
bbb.first-author.normal.post-load,general,2053,163,36,967,4487,"11/5/2024, 4:28:46 PM","11/6/2024, 11:11:57 AM"
bbb.citations.normal.pre-load,general,8842,988,36,2927,22905,"11/5/2024, 4:28:46 PM","11/6/2024, 11:11:49 AM"
bbb.citations.normal.post-load,general,2200,204,36,994,5707,"11/5/2024, 4:28:48 PM","11/6/2024, 11:11:57 AM"
bbb.year-range.normal.pre-load,general,8862,1018,36,2910,24630,"11/5/2024, 4:28:48 PM","11/6/2024, 11:11:49 AM"
bbb.year-range.normal.post-load,general,2045,174,36,967,4714,"11/5/2024, 4:28:50 PM","11/6/2024, 11:11:57 AM"
bbb.full-text.normal.pre-load,general,8917,997,37,2985,23205,"11/5/2024, 4:28:50 PM","11/6/2024, 11:11:49 AM"
bbb.full-text.normal.post-load,general,2063,164,37,995,5338,"11/5/2024, 4:28:52 PM","11/6/2024, 11:11:57 AM"
bbb.affiliation.normal.pre-load,general,9088,1059,39,3022,25770,"11/5/2024, 4:28:52 PM","11/6/2024, 11:11:49 AM"
bbb.affiliation.normal.post-load,general,2095,197,39,960,5976,"11/5/2024, 4:28:54 PM","11/6/2024, 11:11:57 AM"
bbb.abstract-keyword.normal.pre-load,general,9200,1172,38,2364,29532,"11/5/2024, 4:28:54 PM","11/6/2024, 11:11:49 AM"
bbb.abstract-keyword.normal.post-load,general,2074,174,38,983,5115,"11/5/2024, 4:28:55 PM","11/6/2024, 11:11:58 AM"
bbb.pub-type.normal.pre-load,general,8988,1105,39,2362,28089,"11/5/2024, 4:28:57 PM","11/6/2024, 11:11:49 AM"
bbb.pub-type.normal.post-load,general,1990,191,39,980,6487,"11/5/2024, 4:28:59 PM","11/6/2024, 11:11:57 AM"
bbb.keyword-search.normal.pre-load,general,7727,1014,38,2457,28145,"11/5/2024, 4:29:00 PM","11/6/2024, 11:11:59 AM"
bbb.keyword-search.normal.post-load,general,1890,164,38,1001,4850,"11/5/2024, 4:29:02 PM","11/6/2024, 11:12:07 AM"
bbb.or-search.normal.pre-load,general,6895,915,35,2381,22253,"11/5/2024, 4:29:08 PM","11/6/2024, 11:12:01 AM"
bbb.or-search.normal.post-load,general,1789,193,35,938,6186,"11/5/2024, 4:29:10 PM","11/6/2024, 11:12:09 AM"
bbb.and-search.normal.pre-load,general,6468,836,35,2356,23125,"11/5/2024, 4:29:11 PM","11/6/2024, 11:12:01 AM"
bbb.and-search.normal.post-load,general,1622,132,35,920,3779,"11/5/2024, 4:29:13 PM","11/6/2024, 11:12:09 AM"
bbb.not-search.normal.pre-load,general,7509,934,39,2356,25588,"11/5/2024, 4:29:14 PM","11/6/2024, 11:12:01 AM"
bbb.not-search.normal.post-load,general,2050,228,39,949,6780,"11/5/2024, 4:29:16 PM","11/6/2024, 11:12:08 AM"
bbb.title-keyword.normal.pre-load,general,9185,1094,38,2501,29264,"11/5/2024, 4:29:20 PM","11/6/2024, 11:11:49 AM"
bbb.title-keyword.normal.post-load,general,2186,240,38,974,8278,"11/5/2024, 4:29:22 PM","11/6/2024, 11:11:58 AM"
bbb.pub-date.normal.pre-load,general,6601,774,36,2366,21504,"11/5/2024, 4:29:23 PM","11/6/2024, 11:12:01 AM"
bbb.pub-date.normal.post-load,general,1620,148,36,941,4162,"11/5/2024, 4:29:25 PM","11/6/2024, 11:12:09 AM"
bbb.cited-by-author.normal.pre-load,general,7788,1107,34,2376,23749,"11/5/2024, 4:29:35 PM","11/6/2024, 11:12:04 AM"
bbb.cited-by-author.normal.post-load,general,1992,233,34,955,6333,"11/5/2024, 4:29:38 PM","11/6/2024, 11:12:10 AM"
bbb.title-citations.normal.pre-load,general,7807,1094,36,2379,26004,"11/5/2024, 4:29:39 PM","11/6/2024, 11:12:04 AM"
bbb.title-citations.normal.post-load,general,2054,273,36,939,8438,"11/5/2024, 4:29:41 PM","11/6/2024, 11:12:10 AM"
bbb.full-text-references.normal.pre-load,general,9388,1147,32,3693,26442,"11/5/2024, 4:29:45 PM","11/6/2024, 11:12:04 AM"
bbb.full-text-references.normal.post-load,general,4862,597,32,2286,14927,"11/5/2024, 4:29:47 PM","11/6/2024, 11:12:10 AM"
bbb.pub-type-citations-year.normal.pre-load,general,8986,1220,37,2457,29679,"11/5/2024, 4:29:52 PM","11/6/2024, 11:12:05 AM"
bbb.pub-type-citations-year.normal.post-load,general,2591,313,37,977,6656,"11/5/2024, 4:29:54 PM","11/6/2024, 11:12:10 AM"
bbb.affiliation-references.normal.pre-load,general,13163,1130,27,7706,26167,"11/5/2024, 4:29:52 PM","11/6/2024, 11:12:05 AM"
bbb.affiliation-references.normal.post-load,general,9327,607,27,6347,18125,"11/5/2024, 4:29:54 PM","11/6/2024, 11:12:11 AM"
bbb.author-citations-title-abstract.normal.pre-load,general,7578,1147,34,2384,29482,"11/5/2024, 4:30:01 PM","11/6/2024, 11:08:43 AM"
bbb.author-citations-title-abstract.normal.post-load,general,1913,253,34,928,7252,"11/5/2024, 4:30:04 PM","11/6/2024, 11:08:50 AM"
bbb.citations.3g-4x.pre-load,general,12354,1293,32,5705,28681,"11/5/2024, 4:30:05 PM","11/6/2024, 11:12:12 AM"
bbb.citations.3g-4x.post-load,general,4206,337,32,2464,7977,"11/5/2024, 4:30:09 PM","11/6/2024, 11:12:25 AM"
bbb.first-author.3g-4x.pre-load,general,12569,1326,34,5896,29641,"11/5/2024, 4:30:06 PM","11/6/2024, 11:12:13 AM"
bbb.first-author.3g-4x.post-load,general,4087,322,34,2232,7773,"11/5/2024, 4:30:11 PM","11/6/2024, 11:12:21 AM"
bbb.year-range.3g-4x.pre-load,general,12096,1196,32,6212,27240,"11/5/2024, 4:30:12 PM","11/6/2024, 11:12:12 AM"
bbb.year-range.3g-4x.post-load,general,4137,298,32,2342,7433,"11/5/2024, 4:30:16 PM","11/6/2024, 11:12:21 AM"
bbb.title-keyword.3g-4x.pre-load,general,12214,1137,32,6193,28563,"11/5/2024, 4:30:13 PM","11/6/2024, 11:12:13 AM"
bbb.title-keyword.3g-4x.post-load,general,4073,291,32,2407,8193,"11/5/2024, 4:30:18 PM","11/6/2024, 11:12:21 AM"
bbb.full-text.3g-4x.pre-load,general,12065,1132,29,6298,29235,"11/5/2024, 4:30:18 PM","11/6/2024, 11:12:15 AM"
bbb.full-text.3g-4x.post-load,general,3967,264,29,2095,6769,"11/5/2024, 4:30:28 PM","11/6/2024, 11:12:25 AM"
bbb.abstract-keyword.3g-4x.pre-load,general,12869,1194,31,6467,29024,"11/5/2024, 4:30:22 PM","11/6/2024, 11:08:52 AM"
bbb.abstract-keyword.3g-4x.post-load,general,4376,333,31,2714,8925,"11/5/2024, 4:30:33 PM","11/6/2024, 11:09:03 AM"
bbb.pub-type.3g-4x.pre-load,general,12522,1089,30,6474,26217,"11/5/2024, 4:30:32 PM","11/6/2024, 11:08:52 AM"
bbb.pub-type.3g-4x.post-load,general,4443,361,30,2488,10023,"11/5/2024, 4:30:39 PM","11/6/2024, 11:09:04 AM"
bbb.keyword-search.3g-4x.pre-load,general,12352,1122,29,6400,28896,"11/5/2024, 4:30:35 PM","11/6/2024, 11:08:53 AM"
bbb.keyword-search.3g-4x.post-load,general,4402,370,29,2464,9173,"11/5/2024, 4:30:41 PM","11/6/2024, 11:09:09 AM"
bbb.or-search.3g-4x.pre-load,general,13121,1283,31,6312,29272,"11/5/2024, 4:30:42 PM","11/6/2024, 11:08:54 AM"
bbb.or-search.3g-4x.post-load,general,4376,316,31,2334,7905,"11/5/2024, 4:30:48 PM","11/6/2024, 11:09:09 AM"
bbb.and-search.3g-4x.pre-load,general,11874,1100,30,6166,28239,"11/5/2024, 4:30:44 PM","11/6/2024, 11:08:55 AM"
bbb.and-search.3g-4x.post-load,general,3669,279,30,2182,7475,"11/5/2024, 4:30:49 PM","11/6/2024, 11:09:08 AM"
bbb.not-search.3g-4x.pre-load,general,12668,1105,29,6295,28856,"11/5/2024, 4:30:50 PM","11/6/2024, 11:08:55 AM"
bbb.not-search.3g-4x.post-load,general,4591,365,29,2311,9024,"11/5/2024, 4:30:55 PM","11/6/2024, 11:09:07 AM"
bbb.pub-date.3g-4x.pre-load,general,12107,1002,30,5635,27491,"11/5/2024, 4:30:51 PM","11/6/2024, 11:09:04 AM"
bbb.pub-date.3g-4x.post-load,general,3796,313,30,1684,7373,"11/5/2024, 4:30:56 PM","11/6/2024, 11:09:16 AM"
bbb.cited-by-author.3g-4x.pre-load,general,12245,1017,27,6570,24827,"11/5/2024, 4:30:58 PM","11/6/2024, 11:09:10 AM"
bbb.cited-by-author.3g-4x.post-load,general,4489,376,27,2563,9767,"11/5/2024, 4:31:03 PM","11/6/2024, 11:09:24 AM"
bbb.full-text-references.3g-4x.pre-load,general,16795,949,21,11292,29037,"11/5/2024, 4:31:14 PM","11/6/2024, 10:41:38 AM"
bbb.full-text-references.3g-4x.post-load,general,10542,551,21,7555,18566,"11/5/2024, 4:31:19 PM","11/6/2024, 10:41:48 AM"
bbb.pub-type-citations-year.3g-4x.pre-load,general,14103,1214,28,6183,29533,"11/5/2024, 4:31:29 PM","11/6/2024, 11:09:10 AM"
bbb.pub-type-citations-year.3g-4x.post-load,general,5445,570,28,2551,13822,"11/5/2024, 4:31:33 PM","11/6/2024, 11:09:22 AM"
bbb.author-citations-title-abstract.3g-4x.pre-load,general,13729,1176,30,6186,27157,"11/5/2024, 4:31:36 PM","11/6/2024, 11:09:13 AM"
bbb.author-citations-title-abstract.3g-4x.post-load,general,4162,319,30,2178,7532,"11/5/2024, 4:31:40 PM","11/6/2024, 11:09:27 AM"
bbb.affiliation-references.3g-4x.pre-load,general,31616,1251,20,23786,46152,"11/5/2024, 4:31:28 PM","11/5/2024, 9:54:47 PM"
bbb.affiliation-references.3g-4x.post-load,general,25183,736,20,19957,32315,"11/5/2024, 4:31:32 PM","11/5/2024, 9:55:01 PM"
bbb.affiliation.3g-4x.pre-load,general,12130,1159,30,6330,29283,"11/5/2024, 4:31:49 PM","11/6/2024, 11:08:52 AM"
bbb.affiliation.3g-4x.post-load,general,4327,372,30,2319,9261,"11/5/2024, 4:31:54 PM","11/6/2024, 11:09:04 AM"
bbb.first-author.eth-2x.pre-load,general,10318,1088,29,3842,24422,"11/5/2024, 4:31:54 PM","11/6/2024, 11:09:13 AM"
bbb.first-author.eth-2x.post-load,general,2787,191,29,1391,4911,"11/5/2024, 4:31:56 PM","11/6/2024, 11:09:23 AM"
bbb.year-range.eth-2x.pre-load,general,10303,1176,25,3699,28089,"11/5/2024, 4:31:57 PM","11/6/2024, 11:09:15 AM"
bbb.year-range.eth-2x.post-load,general,3353,401,25,1362,9497,"11/5/2024, 4:32:01 PM","11/6/2024, 11:09:25 AM"
bbb.citations.eth-2x.pre-load,general,10351,1167,25,3698,24498,"11/5/2024, 4:31:57 PM","11/6/2024, 11:09:13 AM"
bbb.citations.eth-2x.post-load,general,3058,325,25,1413,7807,"11/5/2024, 4:32:00 PM","11/6/2024, 11:09:23 AM"
bbb.full-text.eth-2x.pre-load,general,10232,1097,26,3762,22930,"11/5/2024, 4:32:02 PM","11/6/2024, 11:09:16 AM"
